dbprimary_acc	display_label	description
IPR005318	OM_porin_bac	Outer membrane porin, bacterial
IPR005320	Peptidase_S51	Peptidase S51
IPR005321	Peptidase_S58_DmpA	Peptidase S58, DmpA
IPR005322	Peptidase_C69	Peptidase C69, dipeptidase A
IPR005323	CBM41_pullulanase	Pullulanase, carbohydrate-binding module 41
IPR005325	DUF308_memb	Protein of unknown function DUF308, membrane
IPR005330	MHYT_dom	MHYT domain
IPR005331	Sulfotransferase	Sulfotransferase
IPR005333	Transcription_factor_TCP	Transcription factor, TCP
IPR005335	Terminase_ssu	Terminase small subunit
IPR005337	RapZ-like	RapZ-like family
IPR005346	RnfH	RnfH protein
IPR005349	TMEM14	TMEM14 family
IPR005352	Erg28	Erg28
IPR005358	Puta_zinc/iron-chelating_dom	Putative zinc- or iron-chelating domain containing protein
IPR005361	UPF0158	Uncharacterised protein family UPF0158
IPR005363	UPF0167	Uncharacterised protein family UPF0167
IPR005365	Npr3	Nitrogen permease regulator 3
IPR005370	UPF0180	Uncharacterised protein family UPF0180
IPR005371	UPF0181	Uncharacterised protein family UPF0181
IPR005373	UPF0183	Uncharacterised protein family UPF0183
IPR005374	UPF0184_eukaryota	Uncharacterised protein family UPF0184, eukaryota
IPR005379	Uncharacterised_XH	Uncharacterised domain XH
IPR005380	XS_domain	XS domain
IPR005381	Znf-XS_domain	Zinc finger-XS domain
IPR005386	EDG8_S1P_rcpt	EDG-8 sphingosine 1-phosphate receptor
IPR005390	NeuromedU_rcpt	Neuromedin U receptor
IPR005395	NPFF_rcpt	Neuropeptide FF receptor family
IPR005397	NPFF_rcpt_2	Neuropeptide FF receptor, type 2
IPR005398	Tubby_N	Tubby, N-terminal
IPR005400	K_chnl_volt-dep_bsu_KCNAB1	Potassium channel, voltage-dependent, beta subunit, KCNAB1
IPR005404	K_chnl_volt-dep_Kv3.3	Potassium channel, voltage dependent, Kv3.3
IPR005406	KCNK3	Potassium channel subfamily K member 3
IPR005408	2pore_dom_K_chnl_TWIK	Two pore domain potassium channel, TWIK family
IPR005409	2pore_dom_K_chnl_TWIK2	Two pore domain potassium channel, TWIK-2
IPR005410	2pore_dom_K_chnl_THIK	Two pore domain potassium channel, THIK
IPR005412	Fis_DNA-bd	DNA-binding protein Fis
IPR005415	T3SS_Ca_resp_chp_LcrH/SycD	Type III secretion system, low calcium response, chaperone LcrH/SycD
IPR005428	CD36/SCARB1/SNMP1	CD36/scavenger receptor class B member 1
IPR005429	LimpII	Lysosome membrane protein II
IPR005433	GABBAa3_rcpt	Gamma-aminobutyric-acid A receptor, alpha 3 subunit
IPR005437	GABBAg_rcpt	Gamma-aminobutyric-acid A receptor, gamma subunit
IPR005442	GST_omega	Glutathione S-transferase, omega-class
IPR005445	VDCC_T_a1	Voltage-dependent calcium channel, T-type, alpha-1 subunit
IPR005446	VDCC_L_a1su	Voltage-dependent calcium channel, L-type, alpha-1 subunit
IPR005447	VDCC_N_a1su	Voltage-dependent calcium channel, N-type, alpha-1 subunit
IPR005449	VDCC_R_a1su	Voltage-dependent calcium channel, R-type, alpha-1 subunit
IPR005453	Allergen_Lolp2	Pollen allergen Lol p2
IPR005459	TRPC3_channel	Transient receptor potential channel, canonical  3
IPR005460	TRPC4_channel	Transient receptor potential channel, canonical 4
IPR005461	TRPC5_channel	Transient receptor potential channel, canonical 5
IPR005462	TRPC6_channel	Transient receptor potential channel, canonical 6
IPR005468	Avidin/str	Avidin/streptavidin
IPR005469	Avidin	Avidin
IPR005471	Tscrpt_reg_IclR_N	Transcription regulator IclR, N-terminal
IPR005477	Dxylulose-5-P_synthase	Deoxyxylulose-5-phosphate synthase
IPR005478	Transketolase_bac-like	Transketolase, bacterial-like
IPR005480	CarbamoylP_synth_lsu_oligo	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain
IPR005483	CbamoylP_synth_lsu_CPSase_dom	Carbamoyl-phosphate synthase large subunit, CPSase domain
IPR005484	Ribosomal_L18	Ribosomal protein L18
IPR005486	Glucokinase_regulatory_CS	Glucokinase regulatory protein, conserved site
IPR005488	Etherase_MurQ	N-acetylmuramic acid 6-phosphate etherase MurQ
IPR005490	LD_TPept_cat_dom	L,D-transpeptidase catalytic domain
IPR005491	ENT_dom	ENT domain
IPR005492	EPTP	Leucine-rich glioma-inactivated , EPTP repeat
IPR005493	RraA/RraA-like	Ribonuclease E inhibitor RraA/RraA-like protein
IPR005495	LptG/LptF_permease	Permease LptG/LptF-related
IPR005496	Integral_membrane_TerC	Integral membrane protein TerC
IPR005497	Cytochrome_b6-f_cplx_su8	Cytochrome b6-f complex, subunit 8
IPR005498	T4SS_VirB10/TraB/TrbI	Type IV secretion system, VirB10 / TraB / TrbI
IPR005500	DUF309	Protein of unknown function DUF309
IPR005501	LamB/YcsF/PxpA-like	LamB/YcsF/PxpA-like
IPR005503	FliL	Flagellar basal body-associated protein FliL
IPR005508	DUF313	Protein of unknown function DUF313
IPR005509	AfsA_hotdog_dom	A-factor biosynthesis hotdog domain
IPR005511	SMP-30	Senescence marker protein-30 (SMP-30)
IPR005512	PRONE_dom	PRONE domain
IPR005513	LEA_1	Late embryogenesis abundant protein, LEA_1 subgroup
IPR005514	DUF316	Chymotrypsin family Peptidase-S1
IPR005515	VOMI	Vitelline membrane outer layer protein I (VOMI)
IPR005516	Remorin_C	Remorin, C-terminal
IPR005518	Remorin_N	Remorin, N-terminal
IPR005519	Acid_phosphat_B-like	Acid phosphatase, class B-like
IPR005520	Attacin_N	Attacin, N-terminal
IPR005521	Attacin_C	Attacin, C-terminal
IPR005524	DUF318	Predicted permease DUF318
IPR005526	Septum_form_inhib_MinC_C	Septum formation inhibitor MinC, C-terminal
IPR005527	MinE	Cell division topological specificity factor MinE
IPR005528	ChpA-H	Chaplin domain
IPR005529	DUF321	Protein of unknown function DUF321
IPR005531	Asp23	Alkaline shock protein Asp23
IPR005532	SUMF_dom	Sulfatase-modifying factor enzyme
IPR005533	AMOP_dom	AMOP domain
IPR005534	Curli_assmbl/transp-comp_CsgG	Curli production assembly/transport component CsgG
IPR005535	Cyclotide	Cyclotide
IPR005537	RAMP_III_fam	CRISPR type III-associated protein
IPR005538	LrgA/CidA	LrgA/CidA family
IPR005539	ELK_dom	ELK domain
IPR005540	KNOX1	KNOX1
IPR005541	KNOX2	KNOX2
IPR005542	PBX	PBX
IPR005543	PASTA_dom	PASTA domain
IPR005546	Autotransporte_beta	Autotransporter beta-domain
IPR005548	Cell_div_FtsQ/DivIB	Cell division protein FtsQ/DivIB
IPR005549	Kinetochore_Nuf2	Kinetochore protein Nuf2
IPR005551	CitX	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
IPR005553	CLAG	Cytoadherence-linked asexual protein
IPR005554	NOL6/Upt22	NOL6/Upt22
IPR005555	M-factor	M-factor
IPR005556	SUN	SUN family
IPR005560	DUF326	Protein of unknown function DUF326
IPR005561	ANTAR	ANTAR domain
IPR005564	Major_capsid_GpE	Major capsid protein GpE
IPR005565	Hemolysn_activator_HlyB_C	Haemolysin activator HlyB, C-terminal
IPR005566	HAP	Hydrophobic abundant protein (HAP)
IPR005567	FTZ_N	Fushi tarazu, N-terminal
IPR005568	Ribosomal_L6_N	Ribosomal protein L6, N-terminal
IPR005569	Arc_DNA-bd_dom	Arc-like DNA binding domain
IPR005571	RNA_pol_Rpb5_N	RNA polymerase, Rpb5, N-terminal
IPR005572	Anti-sigma_E_RseA_N	Anti sigma-E protein RseA, N-terminal
IPR005573	Anti-sigma_E_RseA_C	Anti sigma-E protein RseA, C-terminal
IPR005576	Rpb7-like_N	RNA polymerase Rpb7-like , N-terminal
IPR005580	DbpA/CsdA_RNA-bd_dom	DEAD box helicase DbpA/CsdA, RNA-binding domain
IPR005582	Chromosome_partition_MukF	Chromosome partition protein MukF
IPR005583	YaaA	Peroxide stress protein YaaA
IPR005585	DUF327	Protein of unknown function DUF327
IPR005586	ABC_trans_aux	ABC-type transport auxiliary lipoprotein component
IPR005587	UPF0304_YfbU	Uncharacterised protein family UPF0304, YfbU
IPR005588	MucB_RseB	MucB/RseB
IPR005589	ArfA	Alternative ribosome-rescue factor A
IPR005590	DUF333	Protein of unknown function DUF333
IPR005591	NapB	Nitrate reductase cytochrome c-type subunit NapB
IPR005592	Mono/diacylglycerol_lipase_N	Mono-/di-acylglycerol lipase, N-terminal
IPR005593	Xul5P/Fru6P_PKetolase	Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase
IPR005594	YadA_C	Trimeric autotransporter adhesin YadA-like, C-terminal membrane anchor domain
IPR005595	TRAP_alpha	Translocon-associated protein (TRAP), alpha subunit
IPR005600	Gal4_dimer_dom	Gal4 dimerisation domain
IPR005604	Phage_T7_tail_fibre	Bacteriophage T7 tail fibre protein
IPR005605	Spo7	Sporulation-specific protein Spo7
IPR005608	Adeno_V	Adenovirus core-capsid bridging protein V
IPR005610	PSII_Psb28_class-1	Photosystem II Psb28, class 1
IPR005613	AIP3_C	Actin interacting protein 3, C-terminal
IPR005614	NrfD_fam	NrfD family
IPR005617	Groucho/TLE_N	Groucho/TLE, N-terminal Q-rich domain
IPR005618	OMPW	Outer membrane protein, OmpW
IPR005619	Uncharacterised_YajG	Uncharacterised protein family, YajG
IPR005621	SeqA	Negative modulator of initiation of replication SeqA
IPR005624	Haem_degrading	Haem-degrading
IPR005625	PepSY-ass_TM	PepSY-associated TM protein
IPR005626	Recombinase_Flp_C	Recombinase Flp protein, C-terminal
IPR005628	GspK	General secretion pathway protein K
IPR005629	Skn1/Kre6/Sbg1	Beta-glucan synthesis-associated protein Skn1/Kre6/Sbg1
IPR005630	Terpene_synthase_metal-bd	Terpene synthase, metal-binding domain
IPR005632	Chaperone_Skp	Chaperone protein Skp
IPR005634	MSSP	Male specific sperm protein
IPR005635	Inner_centromere_prot_ARK-bd	Inner centromere protein, ARK-binding domain
IPR005637	TAP_C_dom	TAP C-terminal (TAP-C) domain
IPR005638	Pest_crys_C	Pesticidal crystal protein, C-terminal
IPR005639	Pest_crys_N	Pesticidal crystal protein, N-terminal
IPR005642	LysO	Lysine exporter LysO
IPR005643	JNK	Jun-like transcription factor
IPR005644	NolW-like	NolW-like
IPR005646	FapA	Flagellar assembly protein A
IPR005648	FlgD	Flagellar hook capping protein
IPR005649	Chorion_2	Chorion 2
IPR005653	OstA-like_N	Organic solvent tolerance-like, N-terminal
IPR005657	Triabi/Procalin	Triabin/Procalin
IPR005658	Prot_inh_ecotin	Proteinase inhibitor I11, ecotin
IPR005664	DapD_Trfase_Hexpep_rpt_fam	Tetrahydrodipicolinate N-succinyltransferase, transferase hexapeptide repeat family
IPR005665	SecF_bac	Protein-export membrane protein SecF, bacterial
IPR005666	Sulph_transpt1	Sulphate transport system permease protein 1
IPR005667	Sulph_transpt2	Sulphate ABC transporter permease protein 2
IPR005668	IPM_Synthase	2-isopropylmalate synthase
IPR005669	Thiosulph/SO4-bd	Thiosulphate/Sulfate-binding protein
IPR005670	Phosp_transpt1	Phosphate transport system permease protein 1
IPR005671	LeuA_bact_synth	2-isopropylmalate synthase, bacterial-type
IPR005672	Phosphate_PstA	Phosphate transport system permease protein PstA
IPR005673	ABC_phos-bd_PstS	Phosphate ABC transporter, substrate-binding protein PstS
IPR005674	CocE/Ser_esterase	CocE/Serine esterase
IPR005675	Citramal_synthase	Citramalate synthase
IPR005676	Asp_semi-ald_DH_pep-lack	Aspartate-semialdehyde dehydrogenase, peptidoglycan lacking
IPR005678	Tim17	Mitochondrial inner membrane translocase complex, subunit Tim17
IPR005679	Ribosomal_S12_bac	Ribosomal protein S12, bacterial-type
IPR005681	Tim23	Mitochondrial inner membrane translocase complex, subunit Tim23
IPR005683	Tom22	Mitochondrial import receptor subunit Tom22
IPR005685	IHF_beta	Integration host factor, beta subunit
IPR005686	Tom40_fungi	Mitochondrial import receptor subunit Tom40, fungi
IPR005687	Tom70	Mitochondrial outer membrane translocase complex, subunit Tom70
IPR005688	Toc34	Chloroplast protein import component Toc34
IPR005689	IAP75	Chloroplast envelope protein translocase, IAP75
IPR005690	Toc86_159	Translocase of chloroplast Toc86/159
IPR005691	Tic20	Chloroplast protein import component Tic20
IPR005692	Tic22	Chloroplast protein import component Tic22
IPR005693	Mce	Virulence factor Mce protein
IPR005694	Efflux_pump_mem	Efflux pump membrane protein
IPR005697	HST_MetA	Homoserine O-succinyltransferase MetA
IPR005702	EPS_synthesis	Exopolysaccharide synthesis protein
IPR005704	Ribosomal_S3_bac-typ	Ribosomal protein S3, bacterial-type
IPR005706	Ribosomal_S2_bac/mit/plastid	Ribosomal protein S2, bacteria/mitochondria/plastid
IPR005709	Ribosomal_S4_bac-type	Ribosomal protein S4, bacterial-type
IPR005712	Ribosomal_S5_bac-type	Ribosomal protein S5, bacterial-type
IPR005713	Ribosomal_S19A/S15e	Ribosomal protein S19A/S15e
IPR005714	ATPase_T3SS_FliI/YscN	ATPase, type III secretion system, FliI/YscN
IPR005715	Glu_5kinase/COase_Synthase	Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase
IPR005717	Ribosomal_S7_bac/org-type	Ribosomal protein S7, bacterial/organellar-type
IPR005719	Dihydroorotate_DH_2	Dihydroorotate dehydrogenase, class 2
IPR005730	Nsp_de-COase	Carboxynorspermidine decarboxylase
IPR005732	Ribosomal_S19_bac-type	Ribosomal protein S19, bacterial-type
IPR005733	TopoI_bac-type	DNA topoisomerase I, bacterial-type
IPR005734	TopoVI_B	DNA topoisomerase VI, subunit B
IPR005735	Znf_LSD1	Zinc finger, LSD1-type
IPR005737	TopoIV_B_Gneg	DNA topoisomerase IV, subunit B, Gram-negative
IPR005738	TopoIII	DNA topoisomerase III
IPR005741	TopoIV_A_Gpos	DNA topoisomerase IV subunit A, Gram-positive
IPR005742	TopoIV_A_Gneg	DNA topoisomerase IV, subunit A, Gram-negative
IPR005743	GyrA	DNA gyrase, subunit A
IPR005744	Hy-lIII	Hly-III
IPR005745	Ribosomal_L14P_bac-type	Ribosomal protein L14P, bacterial-type
IPR005747	MutS2	Endonuclease MutS2
IPR005748	DNA_mismatch_repair_MutS	DNA mismatch repair protein MutS
IPR005750	UDP_GlcNAc_COvinyl_MurA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
IPR005751	ATP-dep_DNA_helicase_PcrA	ATP-dependent DNA helicase PcrA
IPR005752	Helicase_Rep	ATP-dependent DNA helicase Rep
IPR005753	DNA_helicase_ATP-dep_UvrD	DNA helicase, ATP-dependent, UvrD type
IPR005757	Mpl	Murein peptide ligase
IPR005758	UDP-N-AcMur_Ala_ligase_MurC	UDP-N-acetylmuramate--L-alanine ligase
IPR005759	Nth	Endonuclease III
IPR005760	A/G_AdeGlyc_MutY	A/G-specific adenine glycosylase MutY
IPR005761	UDP-N-AcMur-Glu-dNH2Pim_ligase	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase
IPR005762	MurD	UDP-N-acetylmuramoylalanine-D-glutamate ligase MurD
IPR005763	Fucose_isomerase	L-fucose isomerase
IPR005765	Ura_phspho_trans	Uracil phosphoribosyl transferase
IPR005766	P5_carboxy_syn	Delta l-pyrroline-5-carboxylate synthetase
IPR005768	Lys_Arg_Orn-bd	Specific amino acids and opine-binding periplasmic protein, ABC transporter
IPR005769	PhnE/PtxC	ABC transporter, permease PhnE/PtxC
IPR005770	PhnD	Phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
IPR005771	GalU_uridylyltTrfase_bac/arc	UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type
IPR005773	YopR	Yop virulence translocation protein R
IPR005775	P-type_ATPase_IIC	P-type ATPase subfamily IIC, subunit alpha
IPR005777	MadA	Acetyl-S-ACP:malonate ACP transferase
IPR005782	P-type_ATPase_IIA	P-type ATPase, subfamily  IIA, SERCA-type
IPR005785	B_amino_transI	Branched-chain amino acid aminotransferase I
IPR005787	Thr_deHydtase_biosynth	Threonine dehydratase, biosynthetic
IPR005789	Thr_deHydtase_catblc	Threonine dehydratase, catabolic
IPR005790	DNA_polIII_delta	DNA polymerase III, delta subunit
IPR005791	SecD	Protein translocase subunit SecD
IPR005793	Formyl_trans_C	Formyl transferase, C-terminal
IPR005794	Fmt	Methionyl-tRNA formyltransferase
IPR005795	LolPI	Major pollen allergen Lol pI
IPR005797	Cyt_b/b6_N	Cytochrome b/b6, N-terminal
IPR005798	Cyt_b/b6_C	Cytochrome b/b6, C-terminal
IPR005801	ADC_synthase	ADC synthase
IPR005802	ADC_synth_comp_1	Aminodeoxychorismate synthase, component I
IPR005803	FADS-2_CS	Fatty acid desaturase type 2, conserved site
IPR005807	SecE_bac	SecE subunit of protein translocation complex, bacterial-like
IPR005815	BioA	Adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA
IPR005817	Wnt	Wnt
IPR005818	Histone_H1/H5_H15	Linker histone H1/H5, domain H15
IPR005819	H1/H5	Linker histone H1/H5
IPR005823	Ribosomal_L13_bac-type	Ribosomal protein L13, bacterial-type
IPR005827	K_chnl_volt-dep_KCQN1	Potassium channel, voltage dependent, KCNQ1
IPR005830	Aerolysn	Aerolysin
IPR005836	ADP_Glu_pyroP_CS	ADP-glucose pyrophosphorylase, conserved site
IPR005837	FliP	Flagellar transport protein FliP
IPR005838	T3SS_IM_P	Type III secretion system inner membrane P protein
IPR005840	Ribosomal_S12_MeSTrfase_RimO	Ribosomal protein S12 methylthiotransferase RimO
IPR005848	Urease_asu	Urease, alpha subunit
IPR005849	GalP_Utransf_N	Galactose-1-phosphate uridyl transferase, N-terminal
IPR005850	GalP_Utransf_C	Galactose-1-phosphate uridyl transferase, C-terminal
IPR005852	PGlcMutase_a-D-Glc-sp	Phosphoglucomutase, alpha-D-glucose specific
IPR005854	PurF	Amidophosphoribosyltransferase
IPR005856	Cys_synth	Cysteine synthase
IPR005858	CysM	Cysteine synthase CysM
IPR005859	CysK	Cysteine synthase CysK
IPR005861	HisP_aminotrans	Histidinol-phosphate aminotransferase family
IPR005862	PurT	Formate-dependent phosphoribosylglycinamide formyltransferase
IPR005863	UDP-N-AcMur_synth	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IPR005864	ATP_synth_F0_bsu_bac	ATP synthase, F0 complex, subunit b, bacterial
IPR005867	PSII_D1	Photosystem II protein D1
IPR005868	PSII_PsbD/D2	Photosystem II D2 protein
IPR005869	PSII_PsbC	Photosystem II CP43 reaction centre protein
IPR005870	Cyt_b6/f_cplx_suIV	Cytochrome b6/f complex, subunit IV
IPR005872	SUI1_arc_bac	Archaeal/bacterial translation initiation factor SUI1
IPR005873	DENR_eukaryotes	DENR family, eukaryotes
IPR005875	PurK	Phosphoribosylaminoimidazole carboxylase, ATPase subunit
IPR005877	YSIRK_signal_dom	YSIRK Gram-positive signal peptide
IPR005878	Ribosom_L1_bac-type	Ribosomal protein L1, bacterial-type
IPR005879	Ribosomal_L1_mit	Ribosomal protein L1, mitochondrial
IPR005880	Ribosomal_L2_bac/org-type	Ribosomal protein L2, bacterial/organellar-type
IPR005881	Ser_O-AcTrfase	Serine O-acetyltransferase
IPR005882	Bifunctional_GlmU	Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase
IPR005883	PilM	Type IV pilus inner membrane component PilM
IPR005884	Fum_red_fp	Fumarate reductase, flavoprotein subunit
IPR005887	Alpha_mannosidase	Alpha-1,2-mannosidase, putative
IPR005888	dTDP_Gluc_deHydtase	dTDP-glucose 4,6-dehydratase
IPR005889	NtrB	Nitrate transport permease
IPR005892	Gly-betaine_transp_ATP-bd	Glycine betaine transport ATP-binding subunit
IPR005893	Sp_pt_ABC_ATP-bd	Spermidine/putrescine ABC transporter, ATP-binding subunit
IPR005895	ABC_transptr_haem_export_CcmA	ABC transporter, haem export, CcmA
IPR005898	Cyc_pep_transpt	Cyclic peptide transporter
IPR005900	6-phosphogluconolactonase_DevB	6-phosphogluconolactonase, DevB-type
IPR005901	GLPGLI	GLPGLI family protein
IPR005905	D_ala_D_ala	D-alanine--D-alanine ligase
IPR005907	G1P_thy_trans_s	Glucose-1-phosphate thymidylyltransferase, short form
IPR005911	YhcC-like	Protein YhcC-like
IPR005913	dTDP_dehydrorham_reduct	dTDP-4-dehydrorhamnose reductase family
IPR005914	Acac_CoA_synth	Acetoacetyl-CoA synthase
IPR005917	Pmev_kinase_bact	Phosphomevalonate kinase, bacteria
IPR005919	Pmev_kin_anim	Higher eukaryotic phosphomevalonate kinase
IPR005920	HutI	Imidazolonepropionase
IPR005921	HutH	Histidine ammonia-lyase
IPR005922	Phe_NH3-lyase	Phenylalanine ammonia-lyase
IPR005925	Agmatinase-rel	Agmatinase-related
IPR005927	Tag_1.6-dipho_adolase	Tagatose 1,6-diphosphate aldolase
IPR005929	Ribulokinase	Ribulokinase
IPR005930	Pyruv_COase	Pyruvate carboxylase
IPR005931	P5CDH/ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase
IPR005932	RocA	1-pyrroline-5-carboxylate dehydrogenase
IPR005933	Delta1-pyrroline-5-COlate_DH-3	Delta-1-pyrroline-5-carboxylate dehydrogenase 3
IPR005939	Beta-lactam_hydrolase-like	Beta-lactamase hydrolase-like
IPR005940	Anthranilate_Pribosyl_Tfrase	Anthranilate phosphoribosyl transferase
IPR005941	DapE_proteobac	Succinyl-diaminopimelate desuccinylase, proteobacteria
IPR005945	Pro_imino_pep	Proline-specific peptidase
IPR005947	ThiP_ABC_transpt	Thiamine ABC transporter, permease protein
IPR005948	ThiB-like	Thiamine/thiamin pyrophosphate-binding periplasmic protein, ABC transporter
IPR005949	Form_AcTrfase	Formate acetyltransferase
IPR005950	ModA	Molybdate ABC transporter, substrate-binding protein
IPR005953	ATP_synth_csu_bac/chlpt	ATP synthase, F0 complex, subunit C, bacterial/chloroplast
IPR005954	HisB_N	Histidinol-phosphatase
IPR005957	Tyrosine_aminoTrfase	Tyrosine aminotransferase
IPR005961	Phe-4-hydroxylase_tetra	Phenylalanine-4-hydroxylase, tetrameric form
IPR005962	Tyr_3_mOase	Tyrosine 3-monooxygenase
IPR005963	Trp_5_mOase	Tryptophan 5-monooxygenase
IPR005965	ACP_carboxylate_deaminase	1-aminocyclopropane-1-carboxylate deaminase
